"Sample","intercept","slope","sd_intercept","sd_Rank","tval_intercept","tval_Rank","pval_intercept","pval_Rank","rsquare","rsquare_adj","F_value","df_num","df_den","Biomol","Species","Site","Slide","Type","SdmWtr","Family","funct_trait","funct_category","funct_process","n"
"SphoTest_2",4.85072968401148,-0.216655365173654,1.21613963803063,0.205565117885118,3.98862888135654,-1.05395004465074,0.0282178529513758,0.369290197824715,0.2702,0.027,1.1108,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","nqo","Energy process","Electron transport",16
"SynoFoet_2",3.80789598196186,0.181923255712272,2.64929417876137,0.568068299504573,1.43732470802551,0.320248913503768,0.287185671408725,0.779141798417861,0.0488,-0.4268,0.1026,1,2,"43","SynoFoet","F",529804,"F","F16","Aulopiform","nqo","Energy process","Electron transport",16
"SynoFoet_3",3.81756914045849,-0.0049390864002323,0.0182044026263972,0.00360500890637706,209.705817807108,-1.37006219082991,2.27386265284199e-05,0.30419357041366,0.4841,0.2262,1.8771,1,2,"44","SynoFoet","F",529804,"F","F17","Aulopiform","nqo","Energy process","Electron transport",16
"Wtr_A",2.92523180238126,0.00148642959068807,0.00474721452635021,0.000909401370984382,616.199623198882,1.6345143498949,2.63363404388484e-06,0.243769506280252,0.5719,0.3578,2.6716,1,2,"WA","Wtr","A",529804,"W","Wtr",NA,"nqo","Energy process","Electron transport",16
"Wtr_C",3.02877474867363,-0.00258710466047752,0.0127110044224111,0.00223309585129401,238.279733687569,-1.15852826423836,1.62997855957835e-07,0.3304955375764,0.3091,0.0788,1.3422,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"nqo","Energy process","Electron transport",16
"AcanQuad_1",5.74107868489505,-0.474660538832061,1.58473569625768,0.219236920501263,3.62273576499379,-2.16505749919675,0.0684627078207654,0.162782336792039,0.7009,0.5514,4.6875,1,2,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","nreB","Metal Resistance","Nickel",36
"ArioFeli_2",0.596263911542318,0.199414807557557,0.523202688406272,0.0807319275302604,1.1396422930444,2.47008604474124,0.33718958829166,0.0900575439981593,0.6704,0.5605,6.1013,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","nreB","Metal Resistance","Nickel",36
"ChilShoe_1",1.92234064710281,0.0737084872828142,0.928101289668788,0.171752849260016,2.07126169147856,0.429154378517629,0.130084988779342,0.696763888676626,0.0578,-0.2562,0.1842,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","nreB","Metal Resistance","Nickel",36
"GimnMicr_1",3.20526716593812,-0.0548035745852056,2.29792396524872,0.348410332469626,1.39485344789952,-0.157296065810514,0.297783282325017,0.889456551411175,0.0122,-0.4817,0.0247,1,2,"18","GimnMicr","F",529810,"F","F6","Rajiform","nreB","Metal Resistance","Nickel",36
"GimnMicr_2",2.15308457970993,-0.000538925481735757,0.00376698606602389,0.000599370640842757,571.566908391181,-0.899152285767602,3.06100368429121e-06,0.463465090574256,0.2879,-0.0682,0.8085,1,2,"19","GimnMicr","F",529810,"F","F7","Rajiform","nreB","Metal Resistance","Nickel",36
"HaemBona",2.2947555420117,0.0108606304776161,0.670363115896728,0.119758627880199,3.42315304585644,0.09068766626552,0.0267027855482216,0.932100536499054,0.0021,-0.2474,0.0082,1,4,"7","HaemBona","F",529810,"F","F8","Perciform","nreB","Metal Resistance","Nickel",36
"OrthChry_2",2.59128506242427,-0.108228849670151,0.748725176072815,0.122813364833256,3.4609295175781,-0.88124651431132,0.0257958945931196,0.427953565067004,0.1626,-0.0468,0.7766,1,4,"39","OrthChry","F",529804,"F","F10","Perciform","nreB","Metal Resistance","Nickel",36
"PrioPunc_1",2.09864187374116,5.87127138783263e-05,0.013188410004991,0.00207235869946614,159.12773965527,0.0283313472196929,3.9489577438508e-05,0.979970731057094,4e-04,-0.4994,8e-04,1,2,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","nreB","Metal Resistance","Nickel",36
"Sdmt_A",2.92864003718812,-0.0965482616771194,0.920884114705329,0.14381793645699,3.18024818804182,-0.671322813104004,0.0500844716631693,0.550082544216826,0.1306,-0.1592,0.4507,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"nreB","Metal Resistance","Nickel",36
"Sdmt_B",1.07181632413811,0.141313949245259,1.06849911946751,0.195080356802254,1.00310454600304,0.724388408764826,0.389720491166357,0.52120960080635,0.1489,-0.1348,0.5247,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"nreB","Metal Resistance","Nickel",36
"Sdmt_C",2.28069517052726,-0.105690527656356,0.603014419557538,0.0865878244570948,3.78215693780709,-1.22061650490742,0.0633378056094747,0.34661003937575,0.4269,0.1404,1.4899,1,2,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"nreB","Metal Resistance","Nickel",36
"SphoSpen_1",1.80093360649563,-0.000578869300986941,0.0114623019792996,0.00191038366321661,157.11796895144,-0.30301206617956,9.8430694460859e-09,0.776985794109472,0.0224,-0.222,0.0918,1,4,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","nreB","Metal Resistance","Nickel",36
"SphoTest_1",2.19020574661023,0.0466931681808198,0.960618172056546,0.161797287801766,2.27999616322198,0.288590549416554,0.150200138375631,0.800056259226286,0.04,-0.44,0.0833,1,2,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","nreB","Metal Resistance","Nickel",36
"SphoTest_2",2.02787365895929,-0.0866562782022747,0.465210795496142,0.0694460507623586,4.35904256434245,-1.24782154278015,0.00477544874580645,0.258586504060148,0.206,0.0737,1.5571,1,6,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","nreB","Metal Resistance","Nickel",36
"SynoFoet_2",1.52094731913625,0.158868773624191,0.694258978270695,0.122728807858713,2.19074922577843,1.29447011175308,0.116172862838929,0.286135885740243,0.3584,0.1445,1.6757,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","nreB","Metal Resistance","Nickel",36
"SynoFoet_3",1.69282760494821,-0.000997484307246957,0.00675733604652992,0.00120081012714092,250.517007485151,-0.830676128308419,1.52319763602858e-09,0.452861979706963,0.1471,-0.0661,0.69,1,4,"44","SynoFoet","F",529804,"F","F17","Aulopiform","nreB","Metal Resistance","Nickel",36
"UrobJama_1",5.5613013047231,-0.367929713171097,2.30829699953299,0.354076596500648,2.40926592455314,-1.03912463237435,0.137596595119439,0.407882642134401,0.3506,0.0259,1.0798,1,2,"29","UrobJama","F",529810,"F","F18","Rajiform","nreB","Metal Resistance","Nickel",36
"Wtr_A",1.12905239239188,0.152536426347313,0.876897038240992,0.18838770362565,1.28755411770657,0.809694175424644,0.267346916997768,0.463531296530403,0.1408,-0.074,0.6556,1,4,"WA","Wtr","A",529804,"W","Wtr",NA,"nreB","Metal Resistance","Nickel",36
"Wtr_B",2.89456056550425,-0.183273915673916,0.794475100875865,0.134934886638218,3.64336221778776,-1.35823966833205,0.021899473966874,0.245945106744659,0.3156,0.1445,1.8448,1,4,"WB","Wtr","B",529804,"W","Wtr",NA,"nreB","Metal Resistance","Nickel",36
"Wtr_C",1.92028338021228,0.0202973901840145,0.587994786541577,0.103406594487525,3.26581701771008,0.196287193138956,0.0309107675752327,0.853954445302837,0.0095,-0.2381,0.0385,1,4,"WC","Wtr","C",529804,"W","Wtr",NA,"nreB","Metal Resistance","Nickel",36
"AcanQuad_1",0.970788148533352,-0.0208275992570794,0.309063000976144,0.0498100127034351,3.14106879654703,-0.418140813998288,0.013782976898968,0.68684255301904,0.0214,-0.1009,0.1748,1,8,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","nrfA","Nitrogen","Dissimilatory N reduction",306
"ArioFeli_2",0.752439343141843,0.000874706944920284,0.225572812926186,0.0363543505431443,3.33568275973073,0.024060585097847,0.010297023088773,0.981393610224215,1e-04,-0.1249,6e-04,1,8,"16","ArioFeli","F",529804,"F","F2","Siluriform","nrfA","Nitrogen","Dissimilatory N reduction",306
"ChaeFabe_1",1.22383457921004,-0.0668655023632457,0.330131940564313,0.0521984430277282,3.70710745866657,-1.28098652919066,0.00758365024769452,0.241002185554805,0.1899,0.0742,1.6409,1,7,"8","ChaeFabe","F",529804,"F","F3","Perciform","nrfA","Nitrogen","Dissimilatory N reduction",306
"ChilShoe_1",0.995914145184495,-0.0190595625013818,0.334299622127254,0.0536839455170219,2.9791064041508,-0.355032818803127,0.0205408570992132,0.733021347987731,0.0177,-0.1226,0.126,1,7,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","nrfA","Nitrogen","Dissimilatory N reduction",306
"ChilShoe_2",0.96215591778105,-0.0272990487557819,0.303887049623957,0.0489758326113809,3.16616295091109,-0.557398359562307,0.0132711392841756,0.592504626986176,0.0374,-0.0829,0.3107,1,8,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","nrfA","Nitrogen","Dissimilatory N reduction",306
"GimnMicr_1",0.699466598090775,0.0103649898120586,0.191263637383102,0.0308249262372654,3.65708091543684,0.336253515491888,0.00642825635504917,0.745329590851979,0.0139,-0.1093,0.1131,1,8,"18","GimnMicr","F",529810,"F","F6","Rajiform","nrfA","Nitrogen","Dissimilatory N reduction",306
"GimnMicr_2",0.65840634247537,0.0412025384498248,0.274610599417229,0.0442575054350356,2.3975998882513,0.930972906060077,0.0433387501528671,0.379104880553186,0.0977,-0.015,0.8667,1,8,"19","GimnMicr","F",529810,"F","F7","Rajiform","nrfA","Nitrogen","Dissimilatory N reduction",306
"HaemBona",0.538329705887249,0.0312773774559598,0.364352290957468,0.0587206886097569,1.47749779333785,0.532646639480362,0.177793696711932,0.608750742400621,0.0342,-0.0865,0.2837,1,8,"7","HaemBona","F",529810,"F","F8","Perciform","nrfA","Nitrogen","Dissimilatory N reduction",306
"OpsaBeta_1",1.07219807037739,-0.0339852336135973,0.397583633239718,0.0640764043570419,2.69678623750318,-0.530386090708636,0.0272091170987684,0.610246265246224,0.034,-0.0868,0.2813,1,8,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","nrfA","Nitrogen","Dissimilatory N reduction",306
"OrthChry_2",0.893430278458685,-0.0215133624116246,0.185968886841263,0.0299715999221854,4.8041922153424,-0.717791591622712,0.00134829464818572,0.493310534654378,0.0605,-0.0569,0.5152,1,8,"39","OrthChry","F",529804,"F","F10","Perciform","nrfA","Nitrogen","Dissimilatory N reduction",306
"PrioPunc_1",0.775765901739673,0.0117961318813209,0.328788672301175,0.0529890924903404,2.35946663341571,0.222614340554545,0.0459965023952728,0.82941410138629,0.0062,-0.1181,0.0496,1,8,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","nrfA","Nitrogen","Dissimilatory N reduction",306
"Sdmt_A",0.814778673001756,-0.0276509841865902,0.250167402315236,0.0403181275272387,3.25693381895956,-0.685820147969653,0.0115802856227932,0.512207667473935,0.0555,-0.0625,0.4703,1,8,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"nrfA","Nitrogen","Dissimilatory N reduction",306
"Sdmt_B",0.690060139626084,0.00718243641204081,0.218349771811738,0.03519025206312,3.16034284762641,0.204103011230435,0.0133880473106787,0.843369592039153,0.0052,-0.1192,0.0417,1,8,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"nrfA","Nitrogen","Dissimilatory N reduction",306
"Sdmt_C",0.466181975836099,0.0448099902704472,0.181142819486656,0.0291938087421304,2.57356033850649,1.53491415478724,0.0329446145517291,0.163352368713434,0.2275,0.1309,2.356,1,8,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"nrfA","Nitrogen","Dissimilatory N reduction",306
"SphoSpen_1",1.31911512708543,-0.0777354464465034,0.210587743268028,0.0323026852333912,6.26396914946049,-2.40647010874962,0.000768591663746012,0.0528272117667964,0.4911,0.4063,5.7911,1,6,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","nrfA","Nitrogen","Dissimilatory N reduction",306
"SphoTest_1",0.788331742658413,0.00121950012937442,0.235891140216245,0.0380172995592762,3.34193027315794,0.0320775053334071,0.0102018532161306,0.975196105537921,1e-04,-0.1249,0.001,1,8,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","nrfA","Nitrogen","Dissimilatory N reduction",306
"SphoTest_2",0.601823643839053,0.000715953211304565,0.245624224515345,0.0395859281270781,2.45018033146587,0.0180860534330842,0.0399254992778213,0.986013139529091,0,-0.125,3e-04,1,8,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","nrfA","Nitrogen","Dissimilatory N reduction",306
"SphoTest_3",0.622658057925857,0.0355830929678921,0.30232668353646,0.0487243568462626,2.0595537603308,0.73029374364377,0.0734108651014866,0.486043757913405,0.0625,-0.0547,0.5333,1,8,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","nrfA","Nitrogen","Dissimilatory N reduction",306
"SynoFoet_2",1.02195819747392,-0.0394381173276305,0.262628276486391,0.0423263792390282,3.89127252840528,-0.931762131244752,0.00460095576254011,0.378720805959174,0.0979,-0.0149,0.8682,1,8,"43","SynoFoet","F",529804,"F","F16","Aulopiform","nrfA","Nitrogen","Dissimilatory N reduction",306
"SynoFoet_3",1.20041377101432,-0.0530889086265633,0.317484558009064,0.0501987162620247,3.78101466900338,-1.05757502541405,0.00688314992004126,0.325374303708279,0.1378,0.0146,1.1185,1,7,"44","SynoFoet","F",529804,"F","F17","Aulopiform","nrfA","Nitrogen","Dissimilatory N reduction",306
"UrobJama_1",0.587919286111631,0.02849702658017,0.259605586911608,0.0418392287045321,2.26466345776992,0.681107837369937,0.0533327894476414,0.515030793942879,0.0548,-0.0633,0.4639,1,8,"29","UrobJama","F",529810,"F","F18","Rajiform","nrfA","Nitrogen","Dissimilatory N reduction",306
"Wtr_A",0.686419033709555,0.0119556663644044,0.223131165615905,0.0359608434486093,3.07630281863515,0.332463457968943,0.0152018915175299,0.7480833570977,0.0136,-0.1097,0.1105,1,8,"WA","Wtr","A",529804,"W","Wtr",NA,"nrfA","Nitrogen","Dissimilatory N reduction",306
"Wtr_B",0.786312087663028,0.00628730888623968,0.0917249679679777,0.0147828171126178,8.57249781692526,0.425311957683167,2.64642499574768e-05,0.681818909988417,0.0221,-0.1001,0.1809,1,8,"WB","Wtr","B",529804,"W","Wtr",NA,"nrfA","Nitrogen","Dissimilatory N reduction",306
"Wtr_C",0.653223114331267,0.0102644730498709,0.258227025155887,0.0416170533605146,2.52964659271015,0.246641033447353,0.0352748440256878,0.811397034385649,0.0075,-0.1165,0.0608,1,8,"WC","Wtr","C",529804,"W","Wtr",NA,"nrfA","Nitrogen","Dissimilatory N reduction",306
"AcanQuad_1",1.0311429543149,0.031103806263356,0.270959458755373,0.0436690708369935,3.80552485250508,0.712261691563332,0.00519562326391105,0.496546858876721,0.0596,-0.0579,0.5073,1,8,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","ntaA","Organic Remediation","Aromatic compound degradation",446
"ArioFeli_2",1.05052191730518,0.0396409628749453,0.266496872965188,0.0429498600152606,3.94196714436647,0.922959070433767,0.00428404631999074,0.383021024926485,0.0962,-0.0167,0.8519,1,8,"16","ArioFeli","F",529804,"F","F2","Siluriform","ntaA","Organic Remediation","Aromatic compound degradation",446
"ChaeFabe_1",1.11806219243036,0.0182960458717212,0.271586024112719,0.0437700509876759,4.11678839543789,0.418003759622596,0.00335904007280249,0.686938726984317,0.0214,-0.101,0.1747,1,8,"8","ChaeFabe","F",529804,"F","F3","Perciform","ntaA","Organic Remediation","Aromatic compound degradation",446
"ChilShoe_1",0.878991995964383,0.057297644277743,0.138254040266825,0.0222816561032594,6.35780331821019,2.57151640848462,0.000218774113316085,0.0330495167528588,0.4525,0.3841,6.6127,1,8,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","ntaA","Organic Remediation","Aromatic compound degradation",446
"ChilShoe_2",1.10181782689304,0.0133924840905127,0.371905481825164,0.0599379955403282,2.96262862672998,0.223438971720398,0.0180734843472713,0.828793876503485,0.0062,-0.118,0.0499,1,8,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","ntaA","Organic Remediation","Aromatic compound degradation",446
"GimnMicr_1",1.1635063830034,0.00628138496740158,0.223839841016985,0.0360750568310554,5.19794142864456,0.174119891115299,0.000824471755206011,0.866096765917181,0.0038,-0.1208,0.0303,1,8,"18","GimnMicr","F",529810,"F","F6","Rajiform","ntaA","Organic Remediation","Aromatic compound degradation",446
"GimnMicr_2",1.43550270964324,-0.0369970548445976,0.29354448018272,0.0473089766188258,4.8902391513194,-0.782030335229768,0.00120859316770141,0.45671643147695,0.071,-0.0451,0.6116,1,8,"19","GimnMicr","F",529810,"F","F7","Rajiform","ntaA","Organic Remediation","Aromatic compound degradation",446
"HaemBona",0.986604863137165,0.0448993801819809,0.296920272363041,0.0478530347909617,3.32279387757956,0.938276545638467,0.0104963363534408,0.375561522954384,0.0991,-0.0135,0.8804,1,8,"7","HaemBona","F",529810,"F","F8","Perciform","ntaA","Organic Remediation","Aromatic compound degradation",446
"OpsaBeta_1",1.2903016870921,0.00356015573175765,0.29229102114508,0.0471069634034267,4.41444175068127,0.0755759971464998,0.00224306582531775,0.941612195486655,7e-04,-0.1242,0.0057,1,8,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","ntaA","Organic Remediation","Aromatic compound degradation",446
"OrthChry_2",1.33126980374539,-0.00685301089063548,0.154615271309263,0.0249185072420037,8.61020902057322,-0.275016911088629,2.56302950526068e-05,0.790272440313196,0.0094,-0.1145,0.0756,1,8,"39","OrthChry","F",529804,"F","F10","Perciform","ntaA","Organic Remediation","Aromatic compound degradation",446
"PrioPunc_1",1.16564493041583,-0.00245737804262372,0.309781681127887,0.0499258384974477,3.76279490178962,-0.0492205662755037,0.00552221784699453,0.961950193741332,3e-04,-0.1247,0.0024,1,8,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","ntaA","Organic Remediation","Aromatic compound degradation",446
"Sdmt_A",1.07726797234547,0.0565581954606427,0.391949531682663,0.0631683866737767,2.74848643834499,0.89535602282719,0.0251176021249422,0.396736225672096,0.0911,-0.0225,0.8017,1,8,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"ntaA","Organic Remediation","Aromatic compound degradation",446
"Sdmt_B",1.65772339898416,-0.0188114899168475,0.301149821278859,0.0485346883197288,5.50464679654961,-0.387588559195523,0.000570608885027114,0.708428954421447,0.0184,-0.1043,0.1502,1,8,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"ntaA","Organic Remediation","Aromatic compound degradation",446
"Sdmt_C",1.15657146895656,0.0485578734068673,0.23207180969835,0.0374017587115716,4.98367927780583,1.29827781044542,0.0010745317567766,0.23036646297304,0.174,0.0708,1.6855,1,8,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"ntaA","Organic Remediation","Aromatic compound degradation",446
"SphoSpen_1",1.00814118441065,0.0356469677551953,0.264690985212633,0.0426588148509685,3.80874771235892,0.835629585109912,0.00517184255084149,0.427613609580975,0.0803,-0.0347,0.6983,1,8,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","ntaA","Organic Remediation","Aromatic compound degradation",446
"SphoTest_1",1.58172191362085,-0.0381827359963816,0.233461689266832,0.0376257580862741,6.77508125032475,-1.01480310134431,0.000141375585169451,0.339904730585702,0.114,0.0033,1.0298,1,8,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","ntaA","Organic Remediation","Aromatic compound degradation",446
"SphoTest_2",1.20018943508976,0.0190649562007264,0.276001091360828,0.0444816035029244,4.34849525113184,0.428603168486788,0.00245022886256133,0.679518919806984,0.0224,-0.0997,0.1837,1,8,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","ntaA","Organic Remediation","Aromatic compound degradation",446
"SphoTest_3",0.864594869331928,0.0639855128412159,0.34786691855805,0.0560638302797647,2.48541848392994,1.14129756247336,0.0377911236637808,0.286755825288295,0.14,0.0325,1.3026,1,8,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","ntaA","Organic Remediation","Aromatic compound degradation",446
"SynoFoet_2",0.744632525475923,0.0582821859770945,0.333081575631634,0.0536809565075455,2.23558605444882,1.08571437189094,0.0558084760676743,0.30923475453291,0.1284,0.0195,1.1788,1,8,"43","SynoFoet","F",529804,"F","F16","Aulopiform","ntaA","Organic Remediation","Aromatic compound degradation",446
"SynoFoet_3",0.956898653350702,0.0516910104455359,0.241360829704419,0.038898819838408,3.9645979611628,1.32885806459601,0.00415021048105504,0.220545181209587,0.1808,0.0784,1.7659,1,8,"44","SynoFoet","F",529804,"F","F17","Aulopiform","ntaA","Organic Remediation","Aromatic compound degradation",446
"UrobJama_1",1.01352180814806,0.0241357941201695,0.199397487636528,0.0321358149012962,5.08292165644312,0.751055922941478,0.000949690192123274,0.474129932572616,0.0659,-0.0509,0.5641,1,8,"29","UrobJama","F",529810,"F","F18","Rajiform","ntaA","Organic Remediation","Aromatic compound degradation",446
"Wtr_A",1.27260727736273,0.0176300714916814,0.244226465076027,0.039360658796201,5.21076729733843,0.447910986016907,0.00081166801351884,0.666098551799427,0.0245,-0.0975,0.2006,1,8,"WA","Wtr","A",529804,"W","Wtr",NA,"ntaA","Organic Remediation","Aromatic compound degradation",446
"Wtr_B",1.18430645514279,0.0260674999123231,0.299822304867851,0.0483207396779066,3.95002785288033,0.539468147343817,0.00423585247175175,0.604249675283024,0.0351,-0.0855,0.291,1,8,"WB","Wtr","B",529804,"W","Wtr",NA,"ntaA","Organic Remediation","Aromatic compound degradation",446
"Wtr_C",1.25279267848556,0.0163881127396129,0.311482997687405,0.0502000304879951,4.02202588194821,0.326456230809102,0.00383033534496655,0.752455944987599,0.0131,-0.1102,0.1066,1,8,"WC","Wtr","C",529804,"W","Wtr",NA,"ntaA","Organic Remediation","Aromatic compound degradation",446
"AcanQuad_1",1.13730355067527,0.00254684273995822,0.40225414586873,0.0648291256230875,2.82732586439621,0.039285471082325,0.0222415778694239,0.969625483045243,2e-04,-0.1248,0.0015,1,8,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","nthA","Organic Remediation","Nitrogen compounds",233
"ArioFeli_2",1.37505402128461,-0.0145845343573651,0.517995196673537,0.0834824849468759,2.65456905800466,-0.174701727753384,0.0290491590000166,0.865654394447254,0.0038,-0.1207,0.0305,1,8,"16","ArioFeli","F",529804,"F","F2","Siluriform","nthA","Organic Remediation","Nitrogen compounds",233
"ChaeFabe_1",1.22102927113984,-0.000347019987244809,0.242081435310887,0.0390149559475475,5.04387818740317,-0.00889453746177106,0.000996806805281593,0.993121084182531,0,-0.125,1e-04,1,8,"8","ChaeFabe","F",529804,"F","F3","Perciform","nthA","Organic Remediation","Nitrogen compounds",233
"ChilShoe_1",0.899737841796407,0.0229072174945264,0.316387525390835,0.0509904666982195,2.8437841873979,0.44924510360142,0.0216853650349021,0.665175877393898,0.0246,-0.0973,0.2018,1,8,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","nthA","Organic Remediation","Nitrogen compounds",233
"ChilShoe_2",1.44495891400434,-0.0691091858472439,0.637464745256913,0.0995552673381341,2.2667275716118,-0.694179099660476,0.0577555182132756,0.509944277068334,0.0644,-0.0692,0.4819,1,7,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","nthA","Organic Remediation","Nitrogen compounds",233
"GimnMicr_1",1.00386456052774,0.0213544867919589,0.326031024650115,0.0525446573295575,3.07904611717566,0.406406433636528,0.0151387913266902,0.695098636698716,0.0202,-0.1022,0.1652,1,8,"18","GimnMicr","F",529810,"F","F6","Rajiform","nthA","Organic Remediation","Nitrogen compounds",233
"GimnMicr_2",0.84200166862346,0.0341527427803375,0.424814823584193,0.0684651080605066,1.98204399159011,0.498834278478823,0.0827864062758516,0.631321307638169,0.0302,-0.0911,0.2488,1,8,"19","GimnMicr","F",529810,"F","F7","Rajiform","nthA","Organic Remediation","Nitrogen compounds",233
"HaemBona",1.24593596764913,-0.0456808076375557,0.278430181236292,0.0448730867835905,4.47485959358609,-1.0180001179295,0.00206984918193112,0.338473224255611,0.1147,0.004,1.0363,1,8,"7","HaemBona","F",529810,"F","F8","Perciform","nthA","Organic Remediation","Nitrogen compounds",233
"OpsaBeta_1",1.22540421905673,-0.0225294522613385,0.533591073348597,0.0859959880606501,2.29652308717722,-0.261982596739853,0.0507455055128185,0.799954229392253,0.0085,-0.1154,0.0686,1,8,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","nthA","Organic Remediation","Nitrogen compounds",233
"OrthChry_2",1.17337258266901,0.00541931877108409,0.303543218203824,0.0489204191605616,3.86558655341497,0.110778257097458,0.00477104381845756,0.91452095198973,0.0015,-0.1233,0.0123,1,8,"39","OrthChry","F",529804,"F","F10","Perciform","nthA","Organic Remediation","Nitrogen compounds",233
"PrioPunc_1",1.02181864507668,0.0254803804104817,0.511454875262987,0.0880018466626012,1.99786666331271,0.289543701374511,0.0858891247621002,0.780553536668691,0.0118,-0.1293,0.0838,1,7,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","nthA","Organic Remediation","Nitrogen compounds",233
"Sdmt_A",1.40688946458818,0.0108280428854075,0.399725289309866,0.0644215634855157,3.51964086890075,0.168081032181747,0.00785002651613219,0.870691057957135,0.0035,-0.121,0.0283,1,8,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"nthA","Organic Remediation","Nitrogen compounds",233
"Sdmt_B",1.40012401419644,0.046669566992702,0.31035297376556,0.050017910642771,4.51139229377609,0.933057106803543,0.00197218369833024,0.378091229895925,0.0981,-0.0146,0.8706,1,8,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"nthA","Organic Remediation","Nitrogen compounds",233
"Sdmt_C",1.60255242467879,-0.0323644887467868,0.319359153580523,0.0514693879453788,5.01802565140732,-0.628810445174387,0.00102940708750104,0.547003482044238,0.0471,-0.072,0.3954,1,8,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"nthA","Organic Remediation","Nitrogen compounds",233
"SphoSpen_1",1.09464260050746,0.00809681496246188,0.397547502142248,0.0640705813034304,2.75348881481787,0.126373365088048,0.0249242066811328,0.902554790998022,0.002,-0.1228,0.016,1,8,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","nthA","Organic Remediation","Nitrogen compounds",233
"SphoTest_1",1.01095512500513,0.0251838645061108,0.418637717472252,0.0661924350833193,2.41486871061046,0.380464391050288,0.0522265649448038,0.716705982174535,0.0236,-0.1392,0.1448,1,6,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","nthA","Organic Remediation","Nitrogen compounds",233
"SphoTest_2",1.83955669033997,-0.0585929173474364,0.402975335238768,0.0649453558142451,4.56493618709941,-0.902187948819963,0.00183795975370935,0.393308945180226,0.0923,-0.0211,0.8139,1,8,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","nthA","Organic Remediation","Nitrogen compounds",233
"SphoTest_3",0.810843771375088,0.0990481292285251,0.245086862242365,0.0410382440884571,3.308393456738,2.41355670615509,0.0129701629831646,0.046530312433473,0.4542,0.3762,5.8253,1,7,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","nthA","Organic Remediation","Nitrogen compounds",233
"SynoFoet_2",1.27987299368648,0.00555499387252398,0.296438165501031,0.0477753362348574,4.31750409574718,0.116273255413972,0.0025546553444542,0.910301810198609,0.0017,-0.1231,0.0135,1,8,"43","SynoFoet","F",529804,"F","F16","Aulopiform","nthA","Organic Remediation","Nitrogen compounds",233
"SynoFoet_3",1.37782266853016,-0.0322006378510785,0.374570828466542,0.0603675550464702,3.67840355900334,-0.533409673893384,0.00623348099356123,0.608246378907129,0.0343,-0.0864,0.2845,1,8,"44","SynoFoet","F",529804,"F","F17","Aulopiform","nthA","Organic Remediation","Nitrogen compounds",233
