"Sample","intercept","slope","sd_intercept","sd_Rank","tval_intercept","tval_Rank","pval_intercept","pval_Rank","rsquare","rsquare_adj","F_value","df_num","df_den","Biomol","Species","Site","Slide","Type","SdmWtr","Family","funct_trait","funct_category","funct_process","n"
"GimnMicr_2",0.544783500772481,0.109209940596459,0.421742642546252,0.153998639189614,1.29174393531414,0.709161724877273,0.325586727514162,0.551747582570383,0.2009,-0.1986,0.5029,1,2,"19","GimnMicr","F",529810,"F","F7","Rajiform","xenA","Organic Remediation","Xenobiotic degradation",71
"OrthChry_2",0.608225965428008,0.0757896314576033,0.356905800077139,0.107611147668861,1.70416385863315,0.704291637989236,0.186898479697713,0.531999894930635,0.1419,-0.1442,0.496,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","xenA","Organic Remediation","Xenobiotic degradation",71
"Sdmt_A",1.24147172709095,-0.0376667838900341,0.717478085381107,0.216327782228337,1.730327033517,-0.174119031323847,0.182007218115138,0.872858761726666,0.01,-0.32,0.0303,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"xenA","Organic Remediation","Xenobiotic degradation",71
"Sdmt_B",1.01700492954357,-0.033211510523809,0.326508961664248,0.098446156048077,3.11478412218702,-0.337357108261188,0.0526848741046856,0.758072362226933,0.0366,-0.2846,0.1138,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"xenA","Organic Remediation","Xenobiotic degradation",71
"Sdmt_C",1.40358062422927,-0.133927245878877,0.586434219691822,0.176816570085693,2.39341528358776,-0.757436058249347,0.0964442386825037,0.503850349832987,0.1605,-0.1193,0.5737,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"xenA","Organic Remediation","Xenobiotic degradation",71
"SphoSpen_1",2.55272082363239,-0.45592662800506,0.629774575076284,0.18988417891214,4.05338818786576,-2.40107749164304,0.0270516294062056,0.0957816409476826,0.6577,0.5436,5.7652,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","xenA","Organic Remediation","Xenobiotic degradation",71
"SphoTest_1",1.9114563767868,-0.245362224156046,0.486627470507149,0.146723702941086,3.92796644791699,-1.67227393555195,0.0293696294853435,0.193063657521206,0.4824,0.3099,2.7965,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","xenA","Organic Remediation","Xenobiotic degradation",71
"SphoTest_2",0.729041554478577,0.060401009454035,0.504670203575352,0.152163791648338,1.44459004972685,0.396947321039596,0.244313480035437,0.717959262899722,0.0499,-0.2668,0.1576,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","xenA","Organic Remediation","Xenobiotic degradation",71
"SphoTest_3",0.490675364260839,0.245055952116029,0.795279988852631,0.290395192951362,0.616984422013118,0.843870553177764,0.600124662560266,0.487585298874417,0.2626,-0.1061,0.7121,1,2,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","xenA","Organic Remediation","Xenobiotic degradation",71
"SynoFoet_2",1.57314720560616,-0.248767405539596,0.194517068210091,0.0573599540848228,8.08745073160909,-4.33695266163783,0.0149469917378207,0.0492695058842609,0.9039,0.8558,18.8092,1,2,"43","SynoFoet","F",529804,"F","F16","Aulopiform","xenA","Organic Remediation","Xenobiotic degradation",71
"UrobJama_1",1.41173662398804,-0.146107655510375,0.519705491566428,0.156697101546641,2.71641659920308,-0.932420919520874,0.0727690600506929,0.419900215626713,0.2247,-0.0337,0.8694,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","xenA","Organic Remediation","Xenobiotic degradation",71
"Wtr_A",1.39110427803929,-0.132742872381096,0.311496076855719,0.0939196009634662,4.46588057249796,-1.4133670822636,0.0209135749196293,0.252439614344082,0.3997,0.1996,1.9976,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"xenA","Organic Remediation","Xenobiotic degradation",71
"Wtr_B",0.501183227630111,0.0998574549524548,0.41795585349429,0.12601843136121,1.19912958136608,0.792403570444632,0.316554367425632,0.486004758341856,0.1731,-0.1026,0.6279,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"xenA","Organic Remediation","Xenobiotic degradation",71
"Wtr_C",1.53296041400076,-0.17080071619472,0.252804283654541,0.0762233594796991,6.06382293780891,-2.24079228940585,0.0090004672498367,0.110880070183225,0.626,0.5013,5.0212,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"xenA","Organic Remediation","Xenobiotic degradation",71
"AcanQuad_1",1.7725326017776,-0.281690184780467,0.208157151914501,0.062761742757219,8.51535767796082,-4.48824669942848,0.00340181010090357,0.0206349179191998,0.8704,0.8272,20.1444,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","xlnB","Carbon cycling","Glycan degradation",184
"ArioFeli_2",1.08495648265731,-0.0882943019925102,0.244319547622733,0.0736651153103611,4.44072729019887,-1.19859042669674,0.0212328098467379,0.316735532544386,0.3238,0.0984,1.4366,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","xlnB","Carbon cycling","Glycan degradation",184
"ChaeFabe_1",0.974479038199498,-0.033880336297194,0.35771548755717,0.107855277629653,2.72417346213939,-0.314127755653556,0.0722945860862577,0.77400126893917,0.0318,-0.2909,0.0987,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","xlnB","Carbon cycling","Glycan degradation",184
"ChilShoe_1",1.48507799883585,-0.148556963362214,0.189692650718991,0.0571944861748032,7.82886418217554,-2.59740008692762,0.0043394661883301,0.0805566456506531,0.6922,0.5896,6.7465,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","xlnB","Carbon cycling","Glycan degradation",184
"ChilShoe_2",2.02472657304888,-0.374949365379422,0.391791022533496,0.118129437997571,5.16787383221823,-3.17405527136369,0.0140567631101585,0.050323430936861,0.7705,0.6941,10.0746,1,3,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","xlnB","Carbon cycling","Glycan degradation",184
"GimnMicr_1",1.53341370602406,-0.178094268790586,0.604145028254473,0.182156579788977,2.53815496993244,-0.977698796260356,0.0848163043746252,0.400326893133707,0.2416,-0.0111,0.9559,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","xlnB","Carbon cycling","Glycan degradation",184
"GimnMicr_2",1.40978636069128,-0.147394927722665,0.264030322610254,0.0796081375795186,5.33948656636805,-1.85150579079225,0.0128434491220975,0.161183366319862,0.5333,0.3777,3.4281,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","xlnB","Carbon cycling","Glycan degradation",184
"HaemBona",1.38190468318636,-0.139154573273228,0.599318432525106,0.218840149748426,2.30579372865938,-0.6358731404324,0.1475610549308,0.589915813180154,0.1682,-0.2477,0.4043,1,2,"7","HaemBona","F",529810,"F","F8","Perciform","xlnB","Carbon cycling","Glycan degradation",184
"OpsaBeta_1",1.68589388757808,-0.252107838859744,0.329066354889556,0.0992172391180535,5.12326423691635,-2.54096809285102,0.0143964499220592,0.0846078673172524,0.6828,0.577,6.4565,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","xlnB","Carbon cycling","Glycan degradation",184
"OrthChry_2",1.24626451391346,-0.102778730508142,0.13471653473242,0.0406185635240289,9.25101374073236,-2.53033887934863,0.00267257108422754,0.0853987552088343,0.6809,0.5746,6.4026,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","xlnB","Carbon cycling","Glycan degradation",184
"PrioPunc_1",1.19392172148161,-0.123967056174214,0.504575901704152,0.152135358564356,2.36618855052186,-0.814847102896024,0.0988443045928151,0.474833685060389,0.1812,-0.0917,0.664,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","xlnB","Carbon cycling","Glycan degradation",184
"Sdmt_A",0.740899944329941,0.0142207571478531,0.549816120436916,0.165775797743464,1.34754132661876,0.0857830717235305,0.270539636929678,0.937043311036762,0.0024,-0.3301,0.0074,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"xlnB","Carbon cycling","Glycan degradation",184
"Sdmt_B",0.697402579198536,-0.0385507166350042,0.221801500785312,0.0668756687311453,3.14426447399728,-0.576453549795314,0.0514932619903692,0.604715407713124,0.0997,-0.2004,0.3323,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"xlnB","Carbon cycling","Glycan degradation",184
"Sdmt_C",1.19965985015791,-0.167911038870947,0.251669082800024,0.0758810835436877,4.76681456780751,-2.21281814952305,0.0175358966014499,0.113802123703324,0.6201,0.4935,4.8966,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"xlnB","Carbon cycling","Glycan degradation",184
"SphoSpen_1",1.24901216899583,-0.123282876540178,0.240512204249956,0.0725171580907659,5.19313426481167,-1.70005112977361,0.0138690428406646,0.187680891152728,0.4907,0.3209,2.8902,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","xlnB","Carbon cycling","Glycan degradation",184
"SphoTest_1",2.06091443437074,-0.35937367912783,0.0949378440849057,0.028624837021354,21.7080391306085,-12.5546104894759,0.000213944492043424,0.00108950607100572,0.9813,0.9751,157.6182,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","xlnB","Carbon cycling","Glycan degradation",184
"SphoTest_2",1.17401148358818,-0.0361879866014329,0.456720833643418,0.16677086871271,2.57052316668518,-0.216992253387926,0.123845385774474,0.848338193700568,0.023,-0.4655,0.0471,1,2,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","xlnB","Carbon cycling","Glycan degradation",184
"SphoTest_3",2.08183352413517,-0.340805855180435,0.340152583978239,0.10255986295688,6.12029313370835,-3.32299444787405,0.00876826656735132,0.0449534764689181,0.7864,0.7151,11.0423,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","xlnB","Carbon cycling","Glycan degradation",184
"SynoFoet_2",1.40486304097153,-0.160045191112094,0.497045567173981,0.149864877275044,2.8264270597142,-1.06792995144797,0.0663850733586669,0.363856123743166,0.2754,0.0339,1.1405,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","xlnB","Carbon cycling","Glycan degradation",184
"SynoFoet_3",2.00159651477773,-0.314585646815579,0.226347852705027,0.0682464454113822,8.84301083865894,-4.6095535806926,0.00304810369323565,0.0192045539316716,0.8763,0.835,21.248,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","xlnB","Carbon cycling","Glycan degradation",184
"UrobJama_1",2.00930401793038,-0.319212305324949,0.459724383668666,0.138612117055123,4.3706709700622,-2.30291775428266,0.0221558380541679,0.104707927852689,0.6387,0.5183,5.3034,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","xlnB","Carbon cycling","Glycan degradation",184
"Wtr_A",0.920338656046602,-0.0513297445226914,0.295111937394625,0.0889795970448023,3.11860870208012,-0.57687094825622,0.0525283340347556,0.604466755533613,0.0999,-0.2002,0.3328,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"xlnB","Carbon cycling","Glycan degradation",184
"Wtr_B",1.15943266003387,-0.15467630845258,0.388290467019743,0.11707398079785,2.98599311214849,-1.32118432634196,0.0583169507347042,0.278170083137643,0.3678,0.1571,1.7455,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"xlnB","Carbon cycling","Glycan degradation",184
"Wtr_C",0.945150815190784,-0.0788920003316316,0.499451463402018,0.150590282281674,1.89237770724082,-0.523885068387525,0.154790799401515,0.636598139544818,0.0838,-0.2216,0.2745,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"xlnB","Carbon cycling","Glycan degradation",184
"AcanQuad_1",1.84605370210416,0.306310430337901,1.15377256815283,0.369502942498533,1.6000152482908,0.828979678122908,0.250728218888548,0.494299598563297,0.2557,-0.1164,0.6872,1,2,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"ChilShoe_1",2.35404943569309,0.0576170065595834,1.29734257563596,0.415482142978646,1.8145164429982,0.138675049056307,0.211263917901377,0.902409992705147,0.0095,-0.4857,0.0192,1,2,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"ChilShoe_2",3.63312281434313,0.154600970823112,1.9903936858681,0.637436132526724,1.82532874784445,0.242535625036333,0.209497679976064,0.830969149054297,0.0286,-0.4571,0.0588,1,2,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"GimnMicr_1",2.09898954037506,-0.00100949532565525,0.95284125366756,0.287292447562468,2.20287433220999,-0.00351382479497917,0.114863067191254,0.997416976229987,0,-0.3333,0,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"GimnMicr_2",1.23892302512842,0.583937997131096,0.701807980204796,0.224758432391742,1.76533048935534,2.59806936236912,0.219551720349344,0.121690463577478,0.7714,0.6571,6.75,1,2,"19","GimnMicr","F",529810,"F","F7","Rajiform","xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"HaemBona",6.40686727476624,-1.0706316263285,2.26150304162446,0.825784153176175,2.83301289312621,-1.29650299319813,0.105283342903016,0.324235561445162,0.4567,0.185,1.6809,1,2,"7","HaemBona","F",529810,"F","F8","Perciform","xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"Sdmt_A",3.77149600726789,-0.471692251769987,0.37678203907391,0.111106961770176,10.0097552859415,-4.24538880601989,0.00983354460585462,0.0512553058367296,0.9001,0.8502,18.0233,1,2,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"Sdmt_B",2.05541519361366,0.27284586950043,1.59197473435326,0.58130698198905,1.29111043615191,0.469366234974224,0.325767100041008,0.685003622865597,0.0992,-0.3512,0.2203,1,2,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"Sdmt_C",2.79224075767677,-0.00139206750140968,0.0053803182892649,0.00196461446239199,518.973155035827,-0.708570321586039,3.71285333428473e-06,0.552046364918674,0.2007,-0.199,0.5021,1,2,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"SphoSpen_1",3.75313881245097,-0.327082569712808,1.2216079827565,0.39122766190471,3.07229394816346,-0.836041521502828,0.0916171563375147,0.491103825298506,0.259,-0.1115,0.699,1,2,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"SphoTest_1",4.09536650729859,-0.410495417498935,1.58985269197348,0.580532121669458,2.57594085790113,-0.70710198829043,0.123417361122053,0.552788829539905,0.2,-0.2,0.5,1,2,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"SphoTest_2",1.27322149481695,0.504652662554421,1.19935481316222,0.437942457080893,1.06158868155119,1.15232641730648,0.399664002426234,0.368325646922543,0.399,0.0985,1.3279,1,2,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"SphoTest_3",3.17666789993222,-0.205463794681345,1.25359163705609,0.369664006373939,2.53405320044433,-0.555812281257118,0.126781517002308,0.634217427325298,0.1338,-0.2993,0.3089,1,2,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"SynoFoet_2",2.59132987653723,0.171238402935299,2.45206554714464,0.895367741768246,1.05679470092256,0.191249243129,0.401402206694121,0.86598624217587,0.018,-0.4731,0.0366,1,2,"43","SynoFoet","F",529804,"F","F16","Aulopiform","xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"SynoFoet_3",1.61206198342494,0.178028887879359,0.906664188342846,0.273369538507758,1.77801440064749,0.651238937780578,0.173463328107379,0.561328711837162,0.1239,-0.1682,0.4241,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"UrobJama_1",4.008057551495,-0.34866328407543,1.31120340212644,0.419921160090911,3.05677787671612,-0.830306536588787,0.0924242999582447,0.49369754359463,0.2563,-0.1155,0.6894,1,2,"29","UrobJama","F",529810,"F","F18","Rajiform","xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"Wtr_B",0.977379537055889,0.417743631480593,2.45773490964868,0.668910716851621,0.397674921415996,0.62451328848011,0.729300247189831,0.596037359210515,0.1632,-0.2552,0.39,1,2,"WB","Wtr","B",529804,"W","Wtr",NA,"xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"Wtr_C",3.13395137095771,-0.286760218469221,1.44287300547394,0.435042579935407,2.17202162565118,-0.659154371767008,0.118231282017888,0.556875638610472,0.1265,-0.1647,0.4345,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"xlnD","Organic Remediation","Aromatic hydrocarbons catabolism ",17
"AcanQuad_1",0.916731950850365,-0.051649196534289,0.38803631116493,0.116997349924334,2.36249011876808,-0.441456123302727,0.0991759037789469,0.688763449394482,0.061,-0.252,0.1949,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","xylA","Carbon cycling","Carbohydrate metabolism",296
"ArioFeli_2",0.710044724086551,0.0362725133815124,0.292552385080679,0.0882078629851072,2.42706865606561,0.411216326458749,0.0935749871365321,0.708525029107492,0.0534,-0.2622,0.1691,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","xylA","Carbon cycling","Carbohydrate metabolism",296
"ChaeFabe_1",0.584679535632176,0.0415006125825121,0.302380921769922,0.0911712782975127,1.93358606161354,0.455193931219063,0.148642762550177,0.679893182251192,0.0646,-0.2472,0.2072,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","xylA","Carbon cycling","Carbohydrate metabolism",296
"ChilShoe_1",0.969341673639873,-0.0923462204684034,0.276576194808737,0.0833908603749839,3.50479069361052,-1.10739018704388,0.039345050959272,0.348935265669653,0.2902,0.0535,1.2263,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","xylA","Carbon cycling","Carbohydrate metabolism",296
"ChilShoe_2",0.295230401208662,0.108769095182139,0.340548395795274,0.102679204710033,0.866926418840466,1.05930987184117,0.449761134007348,0.367197561033711,0.2722,0.0296,1.1221,1,3,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","xylA","Carbon cycling","Carbohydrate metabolism",296
"GimnMicr_1",1.02366664252046,-0.0806201414321911,0.272518881484541,0.0821675343792323,3.7563145604593,-0.981167830351347,0.032973203136764,0.398862808688198,0.2429,-0.0094,0.9627,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","xylA","Carbon cycling","Carbohydrate metabolism",296
"GimnMicr_2",0.37979072610486,0.0651703243678063,0.204997922925141,0.0618091993768081,1.85265645956592,1.05437904106325,0.160999249785389,0.36912228063073,0.2704,0.0272,1.1117,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","xylA","Carbon cycling","Carbohydrate metabolism",296
"HaemBona",0.956581992226762,-0.0496255231414759,0.389701277210097,0.117499356075288,2.45465449606686,-0.422347192351234,0.0913004482213656,0.701213884326691,0.0561,-0.2585,0.1784,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","xylA","Carbon cycling","Carbohydrate metabolism",296
"OpsaBeta_1",1.33726871597201,-0.156850678406882,0.204126158363775,0.0615463524717554,6.55118739651607,-2.54849673632346,0.00723153451519188,0.0840531255636102,0.684,0.5787,6.4948,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","xylA","Carbon cycling","Carbohydrate metabolism",296
"OrthChry_2",1.09394527182102,-0.0730492305204513,0.430555132588548,0.12981725694163,2.54077861119456,-0.562708165627751,0.0846218870847895,0.612943796247388,0.0955,-0.206,0.3166,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","xylA","Carbon cycling","Carbohydrate metabolism",296
"PrioPunc_1",0.85714231470224,-0.064325759329036,0.222901265379438,0.0672072602326392,3.84539007996726,-0.957125154430804,0.0310364893537,0.409113505966585,0.2339,-0.0214,0.9161,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","xylA","Carbon cycling","Carbohydrate metabolism",296
"Sdmt_A",0.848419630360061,0.017875041826617,0.186770175857093,0.0563133268496976,4.54258623715826,0.317421165230145,0.0199776781800499,0.771733522842791,0.0325,-0.29,0.1008,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"xylA","Carbon cycling","Carbohydrate metabolism",296
"Sdmt_B",0.873761386423761,-0.0398359326994466,0.193569491016504,0.0583633975056194,4.51394164356853,-0.682549926871736,0.0203206973658035,0.543871729000613,0.1344,-0.1541,0.4659,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"xylA","Carbon cycling","Carbohydrate metabolism",296
"Sdmt_C",0.560702408093292,0.0799823498057219,0.180774508986373,0.0545055652698664,3.10166743772242,1.46741620621152,0.0532262251046235,0.238552384003968,0.4178,0.2238,2.1533,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"xylA","Carbon cycling","Carbohydrate metabolism",296
"SphoSpen_1",0.503048118252381,0.0655093714460832,0.183175989147098,0.0552296387821033,2.74625577617824,1.18612710295891,0.0709647162727343,0.320952943061421,0.3192,0.0923,1.4069,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","xylA","Carbon cycling","Carbohydrate metabolism",296
"SphoTest_1",0.905170187154546,-0.082392887903603,0.148273733973508,0.044706212895918,6.10472376258005,-1.84298518184541,0.00883149368011947,0.162554357353162,0.531,0.3747,3.3966,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","xylA","Carbon cycling","Carbohydrate metabolism",296
"SphoTest_2",0.918843874986154,-0.0149974698934678,0.277306738092808,0.0836111274628363,3.31345672054546,-0.179371697865621,0.0452749342014883,0.869076680292694,0.0106,-0.3192,0.0322,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","xylA","Carbon cycling","Carbohydrate metabolism",296
"SphoTest_3",0.623683148020241,0.0115914821313797,0.215089339764505,0.0648518760367395,2.8996469499748,0.178737807443118,0.0625201866429639,0.869532854185278,0.0105,-0.3193,0.0319,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","xylA","Carbon cycling","Carbohydrate metabolism",296
"SynoFoet_2",0.784539486081152,0.0292710903670395,0.223518716935121,0.067393428881405,3.50994984598481,0.434331519450495,0.0391992721078275,0.693390390589494,0.0592,-0.2545,0.1886,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","xylA","Carbon cycling","Carbohydrate metabolism",296
"SynoFoet_3",1.36766320965753,-0.175075847407102,0.316680530942423,0.09548277268605,4.31874736848345,-1.83358570852102,0.0228736959456702,0.164082460089087,0.5285,0.3713,3.362,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","xylA","Carbon cycling","Carbohydrate metabolism",296
"UrobJama_1",0.758937426085079,-0.0117988936992879,0.18254619320574,0.055039748161015,4.15750891737146,-0.214370415808791,0.0253035386105035,0.844002606347817,0.0151,-0.3132,0.046,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","xylA","Carbon cycling","Carbohydrate metabolism",296
"Wtr_A",0.976570182834799,-0.00811828116088241,0.243937596241603,0.0735499526358735,4.00336068683555,-0.110377789107138,0.0279469526889876,0.919079589835796,0.004,-0.3279,0.0122,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"xylA","Carbon cycling","Carbohydrate metabolism",296
"Wtr_B",0.80915649834239,0.00776815828710242,0.221549544746683,0.0667997011271637,3.6522598106332,0.116290315016747,0.0354362613839363,0.914770249705476,0.0045,-0.3273,0.0135,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"xylA","Carbon cycling","Carbohydrate metabolism",296
"Wtr_C",0.817718329198219,-0.000692643971143268,0.369306099603934,0.111349978652352,2.21420206726937,-0.00622042302590634,0.113655403758202,0.995427374043453,0,-0.3333,0,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"xylA","Carbon cycling","Carbohydrate metabolism",296
"AcanQuad_1",0.712499458714317,0.0851917593311797,0.357503419819859,0.107791336801034,1.99298641415328,0.790339575140719,0.140276744184986,0.487043196604881,0.1723,-0.1036,0.6246,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","xylB","Organic Remediation","Aromatic compound metabolism",107
"ArioFeli_2",1.36140206476987,-0.101276357241292,0.510057350704833,0.153788077622786,2.66911566491216,-0.658544919780479,0.0757474488983388,0.557217547157202,0.1263,-0.1649,0.4337,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","xylB","Organic Remediation","Aromatic compound metabolism",107
"ChaeFabe_1",1.47316617048388,-0.144741276045252,0.451145539615572,0.136025498249752,3.26539008174433,-1.0640745882768,0.0469400527523863,0.36534692801348,0.274,0.032,1.1323,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","xylB","Organic Remediation","Aromatic compound metabolism",107
"ChilShoe_1",1.53243471595563,-0.127682256656101,0.714267228648028,0.2153596724975,2.14546412671941,-0.592879136448275,0.121225751754167,0.594984783604701,0.1049,-0.1935,0.3515,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","xylB","Organic Remediation","Aromatic compound metabolism",107
"ChilShoe_2",1.54745457711732,-0.171939397457479,0.493858320051246,0.148903886109567,3.13339780720256,-1.15470053837925,0.0519285048717641,0.331841406054503,0.3077,0.0769,1.3333,1,3,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","xylB","Organic Remediation","Aromatic compound metabolism",107
"GimnMicr_1",0.445029057895874,0.165909153375516,0.463431783666544,0.139729940213371,0.960290324446301,1.18735578876058,0.407750141788894,0.320534650933858,0.3197,0.0929,1.4098,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","xylB","Organic Remediation","Aromatic compound metabolism",107
"GimnMicr_2",2.65771966372955,-0.372378247664573,0.673054442186562,0.188492946172085,3.94874396058567,-1.9755553469073,0.0585565865261039,0.186870961862239,0.6612,0.4918,3.9028,1,2,"19","GimnMicr","F",529810,"F","F7","Rajiform","xylB","Organic Remediation","Aromatic compound metabolism",107
"HaemBona",1.28753924641398,-0.135844445991912,0.483988148180833,0.145927917317705,2.66027019722168,-0.930901012560608,0.0763210648976724,0.420572321747048,0.2241,-0.0345,0.8666,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","xylB","Organic Remediation","Aromatic compound metabolism",107
"OpsaBeta_1",1.13402307788453,-0.000569247008011085,0.786923185599175,0.237266267769424,1.44108484619254,-0.00239919063659011,0.24521147477854,0.998236344757852,0,-0.3333,0,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","xylB","Organic Remediation","Aromatic compound metabolism",107
"OrthChry_2",2.39543840064951,-0.3280203096741,0.616760633452873,0.185960327875009,3.88390288018041,-1.76392628160225,0.0302443630949651,0.175938649502094,0.5091,0.3455,3.1114,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","xylB","Organic Remediation","Aromatic compound metabolism",107
"PrioPunc_1",1.59151253867453,-0.177146322751775,0.725376308595893,0.218709186129603,2.1940508944319,-0.809962882157139,0.115814436513695,0.4772459483501,0.1794,-0.0941,0.656,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","xylB","Organic Remediation","Aromatic compound metabolism",107
"Sdmt_A",0.424596749105405,0.0747021058934793,0.0826331217214789,0.0249148236369011,5.1383360601641,2.99829960597589,0.01428049720016,0.0577470751162738,0.7498,0.6664,8.9898,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"xylB","Organic Remediation","Aromatic compound metabolism",107
